Welcome to the profile statistics browser.
profile.txt% profile.txt% Tue Sep 29 15:08:21 2020    profile.txt

         4711831 function calls (4499771 primitive calls) in 36.976 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/conv.py:421(Conv3d)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/logging/__init__.py:420(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/logging/__init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:6624(_extrema_operation)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/_version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/intrinsic/quantized/modules/bn_relu.py:9(BNReLU2d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/quantization/stubs.py:4(QuantStub)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/_exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/threading.py:1177(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/npyimpl.py:120(_ArrayHelper)
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/npdatetime.py:734(_gen_datetime_min_impl)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:410(DeclList)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/accessors.py:30(Properties)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/annotations/type_annotations.py:16(SourceLines)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:586(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/arrayobj.py:899(FancyIndexer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:1150(_wrap_impl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/controlflow.py:37(Loop)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/extending.py:458(SentryLiteralArgs)
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:160(from_argument)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:1093(Registry)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/containers.py:228(UniTuple)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/testing/_runtests.py:35(_FailedFirstRunner)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:590(ShuffleVector)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:518(AttributeSet)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:728(_BaseArgument)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/_structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:1650(ZipManifests)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/transforms.py:318(ExpTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/email/parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/jit/__init__.py:1677(OrderedModuleDict)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/quantized/modules/__init__.py:56(DeQuantize)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/activation.py:384(ELU)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:1234(CTCLoss)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/_VF.py:6(VFModule)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/_datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/typing.py:2001(re)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/threading.py:1230(Timer)
        2    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:232(BinaryOp)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/internals/blocks.py:1970(ComplexBlock)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/_config/config.py:227(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/distutils/version.py:31(Version)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/parallel.py:177(ParallelUFuncBuilder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:229(NumpyRulesUnaryArrayOperator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/containers.py:597(SetEntry)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/transforms.py:4(Visitor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3384(_ErrorStop)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/transforms.py:340(PowerTransform)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/pooling.py:932(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/activation.py:930(PReLU)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:978(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/arrayobj.py:688(IntegerArrayIndexer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/module.py:237(_FunctionsIterator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/lex.py:93(NullLogger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/plyparser.py:34(PLYParser)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/enumdecl.py:15(EnumAttribute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:813(ParamList)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/yacc.py:1429(LRItem)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/pytables.py:316(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/compat/chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/groupby/ops.py:954(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexing.py:2094(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/interval.py:113(SetopCheck)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/errors/__init__.py:176(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pytz/tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pytz/tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/experimental/function_type.py:48(FunctionModel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/fft/_backend.py:5(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/_lib/deprecation.py:27(_DeprecationHelperStr)
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/unicode.py:1245(generate_splitlines_func)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/caching.py:737(CustomCodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/untyped_passes.py:133(RewriteSemanticConstants)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/untyped_passes.py:468(CanonicalizeLoopEntry)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:422(NoPythonBackend)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:94(GetIter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:594(TupleBool)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/callconv.py:56(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/compiler.py:239(_CompileStatus)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:168(_CompilingCounter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/controlflow.py:57(_DictOfContainers)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/imputils.py:249(_IternextResult)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/llvmpy/core.py:159(Module)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/extending.py:509(BoundLiteralArgs)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:1350(StructPayloadModel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:1359(StructRefModel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/npytypes.py:468(ArrayCTypes)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/scalars.py:211(EnumMember)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/scalars.py:238(IntEnumMember)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:103(CallFrame)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/functions.py:61(_ResolutionFailures)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/functions.py:633(NumberClass)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/misc.py:124(Macro)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/misc.py:207(Optional)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/containers.py:179(BaseAnonymousTuple)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/containers.py:655(ListTypeIterableType)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/common.py:25(SimpleIteratorType)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/common.py:86(key)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/testing/main.py:482(RefleakTestResult)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/utils.py:334(cached_property)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/case.py:208(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:688(InlineAsm)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/types.py:165(FunctionType)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:189(FormattedConstant)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/module.py:226(_GlobalsIterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/executionengine.py:220(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3046(White)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/ffi.py:159(_DeadPointer)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/yaml/parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/utils/data/_utils/worker.py:60(WorkerInfo)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/utils/data/sampler.py:51(SequentialSampler)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/kl.py:78(_Match)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/transforms.py:557(StickBreakingTransform)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/transforms.py:603(LowerCholeskyTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/http/client.py:1440(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/http/client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/multiprocessing/spawn.py:45(ProcessContext)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/optim/lr_scheduler.py:898(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/optim/lr_scheduler.py:1017(OneCycleLR)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/multiprocessing/reductions.py:39(SharedCache)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/quantized/modules/normalization.py:78(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/quantized/modules/normalization.py:148(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/parallel/data_parallel.py:36(DataParallel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/padding.py:127(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/rnn.py:296(RNN)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/pooling.py:877(LPPool2d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/_functions.py:107(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:998(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/autograd/grad_mode.py:5(_DecoratorContextManager)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/autograd/anomaly_mode.py:83(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributed/distributed_c10d.py:110(reduce_op)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributed/distributed_c10d.py:136(GroupMember)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/linear.py:101(_LinearWithBias)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/utils/hooks.py:7(RemovableHandle)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:6739(_frommethod)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:904(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/intrinsic/quantized/modules/conv_relu.py:85(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/quantized/dynamic/modules/rnn.py:644(LSTMCell)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/_exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/typing.py:489(ForwardRef)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/__init__.py:363(IntStorage)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/argparse.py:1565(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/arrayprint.py:1123(IntegerFormat)
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/arraydecl.py:594(ArrayCTypesAttribute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/yacc.py:126(NullLogger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/yacc.py:216(YaccSymbol)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/_testing.py:2773(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/ops.py:509(Div)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/internals/blocks.py:1898(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexing.py:2009(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/fft/__init__.py:103(_FFTModule)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/hashing.py:391(FNV)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/experimental/jitclass/base.py:21(InstanceModel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/ufuncbuilder.py:20(UFuncTargetOptions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/ufuncbuilder.py:226(UFuncBuilder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/wrappers.py:248(UArrayArg)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/caching.py:175(_SourceFileBackedLocatorMixin)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ssa.py:271(_FixSSAVars)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/stencils/stencilparfor.py:31(StencilPass)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:946(Dot)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:1064(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:1086(IndexValue)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/arrayobj.py:607(EntireIndexer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/arrayobj.py:657(IntegerIndexer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:1181(_wrap_missing_loc)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/tracing.py:12(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/interpreter.py:20(_UNKNOWN_VALUE)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/serialize.py:178(_CustomPickled)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/pythonapi.py:75(_ReflectContext)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:882(EnterWith)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:909(Arg)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:1003(CharSeq)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:1064(UniTupleIter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:710(ComplexModel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:336(AbstractTemplate)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:970(_OverloadMethodTemplate)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/cpu_options.py:6(FastMathOptions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/npytypes.py:207(DType)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/npytypes.py:375(NumpyNdIndexType)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/function_type.py:125(FunctionPrototype)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/iterators.py:34(Generator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/misc.py:152(CPointer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/errors.py:22(NumbaWarning)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/errors.py:663(ForceLiteralArg)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/abstract.py:482(Poison)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/containers.py:524(ListIter)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/json/encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/case.py:245(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/case.py:302(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/concurrent/futures/_base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:58(FastMathFlags)
