Welcome to the profile statistics browser.
profile.txt% profile.txt% Tue Sep 29 15:08:21 2020    profile.txt

         4711831 function calls (4499771 primitive calls) in 36.976 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/numbers.py:36(int_add_impl)
       16    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/strings.py:2009(_noarg_wrapper)
      574    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/controlflow.py:539(<listcomp>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/optim/adadelta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/site-packages/yaml/events.py:4(<module>)
      171    0.001    0.000    0.001    0.000 /usr/lib64/python3.8/sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/quantization/quantize_jit.py:1(<module>)
      106    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/misc.py:85(__init__)
       17    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/sigutils.py:17(normalize_signature)
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._c10d_init}
      108    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/cgutils.py:228(_get_be_type)
        3    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/pythonapi.py:478(number_long)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/window/common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/__init__.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:345(nrt)
        3    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/pythonapi.py:488(long_as_longlong)
      623    0.001    0.000    0.001    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/nn/parallel/scatter_gather.py:1(<module>)
        9    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:307(declare_env_global)
        8    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/cpu.py:41(create_module)
       15    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:292(op_LOAD_ATTR)
       11    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/logging/__init__.py:2006(getLogger)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2368(__init__)
       58    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/interpreter.py:430(insert_block)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/setdecl.py:34(SetAttribute)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:1(<module>)
       61    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/scalars.py:32(__init__)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:366(BitwiseInvert)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/range.py:39(RangeIndex)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:378(UnaryOp)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/numeric.py:342(Float64Index)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/io/sql.py:1(<module>)
       58    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/controlflow.py:277(in_loops)
      401    0.001    0.000    0.001    0.000 {built-in method fromkeys}
       69    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/quantization/observer.py:1(<module>)
      267    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:560(<genexpr>)
       18    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/builder.py:17(wrap)
       42    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/dtypes/common.py:696(is_integer_dtype)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/dtypes/common.py:1(<module>)
       86    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:104(<lambda>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/scipy/_lib/__init__.py:1(<module>)
       28    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/module.py:79(get_function)
       69    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/lowering.py:587(try_static_impl)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/passmanagers.py:1(<module>)
      112    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/module.py:145(get_unique_name)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/site-packages/ply/lex.py:34(<module>)
      156    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/cffi_utils.py:29(is_ffi_instance)
       33    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/inspect.py:2627(args)
      200    0.001    0.000    0.001    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:1351(preParse)
       14    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir_utils.py:2034(resolve_func_from_module)
      578    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:1075(get_identity)
      554    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:90(callee)
        9    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/module.py:200(clone)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numpy/ctypeslib.py:357(_get_scalar_type_map)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/activation.py:1(<module>)
      171    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:124(as_function)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/_lowrank.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numpy/ctypeslib.py:368(<dictcomp>)
      162    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc_db.py:32(get_ufunc_info)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/_config/dates.py:1(<module>)
       34    0.000    0.000    0.001    0.000 <frozen zipimport>:109(find_loader)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/contextvars.py:1(<module>)
       74    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/pythonapi.py:27(register)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/inspect.py:1090(getfullargspec)
        1    0.000    0.000    0.001    0.001 /home/alkis/Code/pytorch_kge/negative_samplers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/itanium_mangler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/io/formats/excel.py:337(ExcelFormatter)
       10    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/tokenize.py:388(open)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/email/_encoded_words.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/io/sas/sasreader.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/enum.py:869(_decompose)
      103    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/enum.py:489(_find_data_type)
       11    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/logging/__init__.py:1272(getLogger)
        4    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/npdatetime.py:111(<listcomp>)
      574    0.001    0.000    0.001    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/externals.py:1(<module>)
        7    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:276(nopython_signatures)
       61    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:1200(copy)
       72    0.000    0.000    0.001    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2707(parseImpl)
      461    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:611(entry_basic_block)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numpy/core/_string_helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/datetimes.py:72(DatetimeIndex)
        8    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/interpreter.py:750(op_LOAD_DEREF)
        6    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/functions.py:529(get_overload)
      194    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
      238    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/functions.py:64(__init__)
      564    0.001    0.000    0.001    0.000 /usr/lib64/python3.8/pprint.py:89(__init__)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2831(from_filename)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/collections.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/scipy/_lib/_ccallback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/cuda/comm.py:1(<module>)
       31    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/pythonapi.py:36(lookup)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:19(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/missing.py:1(<module>)
      266    0.000    0.000    0.001    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3270(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/arrays/timedeltas.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numpy/core/_string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numpy/core/function_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/cpython/numbers.py:519(_implement_integer_operators)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/ops/mask_ops.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/textwrap.py:233(_wrap_chunks)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/torch/distributions/distribution.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/period.py:63(PeriodIndex)
        1    0.000    0.000    0.001    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/runtime/nrtdynmod.py:135(_define_atomic_cas)
      335    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/bytecode.py:120(_unpack_opargs)
      520    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:689(align)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/unittest/runner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/site-packages/dateutil/__init__.py:2(<module>)
      458    0.001    0.000    0.001    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/extending.py:179(decorate)
     15/4    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/functools.py:684(_c3_mro)
       64    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:444(generic)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/unittest/case.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/parsers.py:1489(_validate_parse_dates_presence)
      134    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/abstract.py:39(__init__)
      520    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:707(dereferenceable_or_null)
       69    0.000    0.000    0.001    0.000 /usr/lib64/python3.8/posixpath.py:164(islink)
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:1337(safe_extra)
      520    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:698(dereferenceable)
        7    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:278(<listcomp>)
    49/46    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/types.py:504(<listcomp>)
      458    0.001    0.000    0.001    0.000 /usr/lib64/python3.8/collections/__init__.py:385(<genexpr>)
        9    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/funcdesc.py:114(llvm_cpython_wrapper_name)
      466    0.001    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/scipy/_lib/deprecation.py:7(_deprecated)
        9    0.000    0.000    0.001    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/dtypes/cast.py:1194(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.001    0.001 /usr/lib64/python3.8/bisect.py:1(<module>)
      468    0.001    0.000    0.001    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2153(__str__)
       14    0.001    0.000    0.001    0.000 /usr/lib64/python3.8/ctypes/__init__.py:47(create_string_buffer)
